ID,Longitude,Latitude,Processor,Address,SupplierName
Fonterra18249,173.8449785,-35.85093818,Fonterra,,
Fonterra18252,173.8447979,-35.83523224,Fonterra,,
Fonterra18259,173.812969,-35.79084392,Fonterra,,
Fonterra18260,173.8246051,-35.79913129,Fonterra,,
Fonterra18263,173.8478726,-35.79132566,Fonterra,,
Fonterra18264,173.8456884,-35.79257106,Fonterra,,
Fonterra18271,173.8578005,-35.80863729,Fonterra,,
Fonterra18275,173.8161978,-35.82665547,Fonterra,,
Fonterra18277,173.8418515,-35.82037126,Fonterra,,
Fonterra18278,173.8460794,-35.81801707,Fonterra,,
Fonterra18287,173.7454256,-35.81084675,Fonterra,,
Fonterra18291,173.7382904,-35.80459699,Fonterra,,
Fonterra18293,173.7279308,-35.80144584,Fonterra,,
Fonterra18296,173.7325712,-35.81185275,Fonterra,,
Fonterra18299,173.7482474,-35.83230721,Fonterra,,
Fonterra18315,173.7208198,-35.78143418,Fonterra,,
Fonterra18316,173.7118803,-35.77742324,Fonterra,,
Fonterra18319,173.6825695,-35.74548119,Fonterra,,
Fonterra18320,173.8179514,-35.89543538,Fonterra,,
Fonterra18326,173.7854894,-35.84548556,Fonterra,,
Fonterra18330,173.7803974,-35.85667627,Fonterra,,
Fonterra18331,173.7748123,-35.83882646,Fonterra,,
Fonterra18333,173.7843099,-35.82433622,Fonterra,,
Fonterra18334,173.7851191,-35.82101301,Fonterra,,
Fonterra18341,173.7952724,-35.82068261,Fonterra,,
Fonterra18344,173.7585144,-35.84446006,Fonterra,,
Fonterra18348,173.7722796,-35.86423351,Fonterra,,
Fonterra18349,173.8047778,-35.89419867,Fonterra,,
Fonterra18351,173.787651,-35.90671892,Fonterra,,
Fonterra18354,173.810137,-35.91093166,Fonterra,,
Fonterra18364,173.8064864,-35.91890262,Fonterra,,
Fonterra18374,173.8356988,-35.92945034,Fonterra,,
Fonterra18376,173.8357976,-35.9326666,Fonterra,,
Fonterra18377,173.8412075,-35.94266617,Fonterra,,
Fonterra18378,173.8413209,-35.94285439,Fonterra,,
Fonterra18382,173.5868661,-35.74885742,Fonterra,,
Fonterra18383,173.5755488,-35.74477195,Fonterra,,
Fonterra18388,173.5990351,-35.75182748,Fonterra,,
Fonterra18392,173.6086108,-35.73548534,Fonterra,,
Fonterra18395,173.6197496,-35.7271152,Fonterra,,
Fonterra18401,173.5746658,-35.71474319,Fonterra,,
Fonterra18410,173.5893235,-35.71530908,Fonterra,,
Fonterra18411,173.601594,-35.71060034,Fonterra,,
Fonterra18413,173.5931535,-35.72438394,Fonterra,,
Fonterra18414,173.5987557,-35.72746268,Fonterra,,
Fonterra18417,173.6687628,-35.6594715,Fonterra,,
Fonterra18420,173.639945,-35.65571348,Fonterra,,
Fonterra18421,173.6509143,-35.67977431,Fonterra,,
Fonterra18426,173.6527694,-35.68857384,Fonterra,,
Fonterra18429,173.6567582,-35.72196801,Fonterra,,
Fonterra18430,173.6647316,-35.7292704,Fonterra,,
Fonterra18432,173.624375,-35.71546602,Fonterra,,
Fonterra18444,173.885332,-35.91490278,Fonterra,,
Fonterra18445,173.8948001,-35.91308371,Fonterra,,
Fonterra18455,173.9066948,-35.91133092,Fonterra,,
Fonterra18483,173.906136,-35.79551485,Fonterra,,
Fonterra18488,173.9312325,-35.84503723,Fonterra,,
Fonterra18490,173.9392994,-35.85237527,Fonterra,,
Fonterra18491,173.9385689,-35.85462642,Fonterra,,
Fonterra18501,173.9374138,-35.89184818,Fonterra,,
Fonterra18503,173.9420969,-35.89397417,Fonterra,,
Fonterra18508,173.9582126,-35.88003551,Fonterra,,
Fonterra18510,173.9601508,-35.9065385,Fonterra,,
Fonterra18517,173.8887032,-35.9018492,Fonterra,,
Fonterra18524,173.9489686,-35.78077807,Fonterra,,
Fonterra18530,173.9906776,-35.7701829,Fonterra,,
Fonterra18538,174.0423002,-35.83699165,Fonterra,,
Fonterra18555,174.031435,-35.81985757,Fonterra,,
Fonterra18563,174.020127,-35.86472233,Fonterra,,
Fonterra18565,174.010729,-35.8768336,Fonterra,,
Fonterra18566,173.9967977,-35.89174841,Fonterra,,
Fonterra18574,173.9503082,-35.96179805,Fonterra,,
Fonterra18582,173.9765351,-35.94798243,Fonterra,,
Fonterra18583,173.9832728,-35.89378815,Fonterra,,
Fonterra18588,174.0994389,-35.91906579,Fonterra,,
Fonterra18595,174.1266778,-35.90712482,Fonterra,,
Fonterra18603,174.0277282,-35.84700557,Fonterra,,
Fonterra18605,174.0286092,-35.85993782,Fonterra,,
Fonterra18606,174.0328203,-35.8664362,Fonterra,,
Fonterra18611,174.0145296,-35.88684257,Fonterra,,
Fonterra18613,174.0204734,-35.87542516,Fonterra,,
Fonterra18628,174.0168279,-36.00529095,Fonterra,,
Fonterra18629,174.0128733,-36.0112529,Fonterra,,
Fonterra18631,173.9871049,-36.01906945,Fonterra,,
Fonterra18632,174.0640365,-35.98114247,Fonterra,,
Fonterra18633,173.9887921,-36.0313715,Fonterra,,
Fonterra18634,173.9918141,-36.0294933,Fonterra,,
Fonterra18635,174.0051874,-36.0027891,Fonterra,,
Fonterra18638,174.1138095,-35.97454684,Fonterra,,
Fonterra18645,173.9503817,-36.02762858,Fonterra,,
Fonterra18657,173.928207,-35.96571796,Fonterra,,
Fonterra18661,173.9642155,-35.98279286,Fonterra,,
Fonterra18662,173.9732056,-35.96880648,Fonterra,,
Fonterra18667,173.9805259,-35.98352118,Fonterra,,
Fonterra18669,173.970254,-35.98688693,Fonterra,,
Fonterra18673,173.9862626,-36.00325315,Fonterra,,
Fonterra18674,173.9896345,-35.99752334,Fonterra,,
Fonterra18677,173.9654133,-35.99161252,Fonterra,,
Fonterra18684,173.9512949,-35.97886576,Fonterra,,
Fonterra18690,173.9478931,-36.00579953,Fonterra,,
Fonterra18705,173.8979156,-35.95751841,Fonterra,,
Fonterra18709,173.9043658,-35.96828049,Fonterra,,
Fonterra18719,173.9114982,-35.97855812,Fonterra,,
Fonterra18740,173.9322679,-36.01272903,Fonterra,,
Fonterra18742,173.9297628,-36.00679656,Fonterra,,
Fonterra18743,173.8859982,-35.96523611,Fonterra,,
Fonterra18744,173.8770526,-35.95654188,Fonterra,,
Fonterra18750,173.8826406,-35.95508418,Fonterra,,
Fonterra18754,173.9082222,-35.89201297,Fonterra,,
Fonterra18756,173.9020611,-35.89332422,Fonterra,,
Fonterra18760,173.9027504,-35.88191767,Fonterra,,
Fonterra18761,173.9062316,-35.88374102,Fonterra,,
Fonterra18762,173.9231367,-35.8788566,Fonterra,,
Fonterra18768,173.9560497,-36.08378777,Fonterra,,
Fonterra18769,173.9530865,-36.09127868,Fonterra,,
Fonterra18770,173.9505437,-36.1061459,Fonterra,,
Fonterra18775,173.9280183,-36.13241758,Fonterra,,
Fonterra18784,173.9687094,-36.11990703,Fonterra,,
Fonterra18789,173.9811286,-36.14611462,Fonterra,,
Fonterra18790,173.9818376,-36.14670224,Fonterra,,
Fonterra18799,173.9483513,-36.11552149,Fonterra,,
Fonterra18806,173.9914991,-36.14853298,Fonterra,,
Fonterra18807,173.9916084,-36.16208543,Fonterra,,
Fonterra18808,174.0032325,-36.1634898,Fonterra,,
Fonterra18810,174.0596616,-36.19996357,Fonterra,,
Fonterra18813,174.0456742,-36.19583202,Fonterra,,
Fonterra18815,174.0170825,-36.18410099,Fonterra,,
Fonterra18821,174.1115122,-36.26767987,Fonterra,,
Fonterra18823,174.1285902,-36.27001193,Fonterra,,
Fonterra18829,174.1494111,-36.32542399,Fonterra,,
Fonterra18832,174.1604589,-36.34441145,Fonterra,,
Fonterra19401,174.2587084,-36.474257,Fonterra,,
Fonterra19410,174.260465,-36.52709975,Fonterra,,
Fonterra19411,174.2571436,-36.5339446,Fonterra,,
Fonterra19412,174.3048587,-36.54068522,Fonterra,,
Fonterra19413,174.2953647,-36.52562885,Fonterra,,
Fonterra19414,174.3371152,-36.55259165,Fonterra,,
Fonterra19415,174.3237451,-36.56338922,Fonterra,,
Fonterra19416,174.3328582,-36.56943628,Fonterra,,
Fonterra19424,174.4096233,-36.64819797,Fonterra,,
Fonterra19426,174.4191604,-36.65338585,Fonterra,,
Fonterra19430,174.412553,-36.67389736,Fonterra,,
Fonterra19432,174.4335008,-36.67036738,Fonterra,,
Fonterra19433,174.4390307,-36.66735335,Fonterra,,
Fonterra19435,174.4027206,-36.67884265,Fonterra,,
Fonterra19437,174.4212376,-36.68362085,Fonterra,,
Fonterra19439,174.4253808,-36.6975965,Fonterra,,
Fonterra19450,174.4754797,-36.7680101,Fonterra,,
Fonterra19452,174.4723547,-36.80216568,Fonterra,,
Fonterra19460,174.516787,-36.8115657,Fonterra,,
Fonterra19465,174.4177982,-36.45441125,Fonterra,,
Fonterra19468,174.4352652,-36.4558118,Fonterra,,
Fonterra19470,174.447326,-36.51346895,Fonterra,,
Fonterra19472,174.4864275,-36.50024794,Fonterra,,
Fonterra19473,174.5046603,-36.49837405,Fonterra,,
Fonterra19474,174.5088657,-36.50126968,Fonterra,,
Fonterra19478,174.5016265,-36.5076195,Fonterra,,
Fonterra19489,174.4440383,-36.54157934,Fonterra,,
Fonterra19492,174.4701747,-36.54989357,Fonterra,,
Fonterra19500,174.5095698,-36.59877595,Fonterra,,
Fonterra19502,174.46792,-36.56498515,Fonterra,,
Fonterra19507,174.474032,-36.61144867,Fonterra,,
Fonterra19512,174.4885247,-36.63569463,Fonterra,,
Fonterra19513,174.4820405,-36.64605171,Fonterra,,
Fonterra19516,174.4405995,-36.68907851,Fonterra,,
Fonterra19518,174.449599,-36.70229247,Fonterra,,
Fonterra19521,174.4731575,-36.72134056,Fonterra,,
Fonterra19538,174.5372696,-36.63266731,Fonterra,,
Fonterra19544,174.5913763,-36.60880075,Fonterra,,
Fonterra19545,174.5502769,-36.57700355,Fonterra,,
Fonterra19546,174.6241086,-36.58464403,Fonterra,,
Fonterra19548,174.6354231,-36.61447363,Fonterra,,
Fonterra19560,174.5541738,-36.70637688,Fonterra,,
Fonterra19572,174.5694518,-36.65360692,Fonterra,,
Fonterra19578,174.6418361,-36.65695128,Fonterra,,
Fonterra19590,174.5968412,-36.64284964,Fonterra,,
Fonterra19595,174.5768657,-36.41353099,Fonterra,,
Fonterra21100,175.9524818,-37.42399478,Fonterra,,
Fonterra21105,175.9389652,-37.4631385,Fonterra,,
Fonterra21108,175.9691094,-37.51209206,Fonterra,,
Fonterra21110,175.9331189,-37.52635927,Fonterra,,
Fonterra21113,175.9120009,-37.51052978,Fonterra,,
Fonterra21119,175.898804,-37.55671908,Fonterra,,
Fonterra21120,175.8901076,-37.55203077,Fonterra,,
Fonterra21123,175.9269701,-37.5474196,Fonterra,,
Fonterra21125,175.9311309,-37.56642445,Fonterra,,
Fonterra21132,175.8701555,-37.58361389,Fonterra,,
Fonterra21133,175.8823963,-37.57790723,Fonterra,,
Fonterra21136,175.9371436,-37.57567032,Fonterra,,
Fonterra21137,175.9280655,-37.58569983,Fonterra,,
Fonterra21143,175.9076795,-37.6060039,Fonterra,,
Fonterra21148,175.9576164,-37.59364966,Fonterra,,
Fonterra21149,175.9462899,-37.60410065,Fonterra,,
Fonterra21151,175.9152822,-37.61834708,Fonterra,,
Fonterra21153,175.9248969,-37.61512976,Fonterra,,
Fonterra21158,175.9228234,-37.65081502,Fonterra,,
Fonterra21162,175.9249024,-37.63528029,Fonterra,,
Fonterra21164,175.9448747,-37.61366786,Fonterra,,
Fonterra21192,176.0120685,-37.63780109,Fonterra,,
Fonterra21198,176.0193821,-37.66999944,Fonterra,,
Fonterra21204,175.9987325,-37.72045843,Fonterra,,
Fonterra21205,175.9906662,-37.68941508,Fonterra,,
Fonterra21207,176.0026695,-37.69983227,Fonterra,,
Fonterra21211,176.0296427,-37.71044882,Fonterra,,
Fonterra21224,176.0458387,-37.74659804,Fonterra,,
Fonterra21225,176.0361503,-37.73991818,Fonterra,,
Fonterra21227,176.0572185,-37.73850746,Fonterra,,
Fonterra21228,176.0804087,-37.72534948,Fonterra,,
Fonterra21240,175.9759109,-37.83218054,Fonterra,,
Fonterra21242,175.9577685,-37.86120486,Fonterra,,
Fonterra21245,176.0283746,-37.80862446,Fonterra,,
Fonterra21253,176.0661069,-37.85375462,Fonterra,,
Fonterra21260,176.0726681,-37.92067443,Fonterra,,
Fonterra21261,176.0524216,-37.92439057,Fonterra,,
Fonterra21262,176.0770349,-37.82712828,Fonterra,,
Fonterra21263,176.0754908,-37.82612467,Fonterra,,
Fonterra21264,176.0623903,-37.81235412,Fonterra,,
Fonterra21267,176.069116,-37.78089295,Fonterra,,
Fonterra21277,176.0923997,-37.73739017,Fonterra,,
Fonterra21278,176.0913398,-37.74587674,Fonterra,,
Fonterra21280,176.1121633,-37.89693042,Fonterra,,
Fonterra21282,176.1268378,-37.89505377,Fonterra,,
Fonterra21283,176.1150927,-37.87047638,Fonterra,,
Fonterra21285,176.1172657,-37.84496284,Fonterra,,
Fonterra21298,176.1238318,-37.75604961,Fonterra,,
Fonterra21324,176.1756859,-37.77151089,Fonterra,,
Fonterra21325,176.1665405,-37.77020907,Fonterra,,
Fonterra21347,176.2536766,-37.72100489,Fonterra,,
Fonterra21349,176.2811099,-37.72166848,Fonterra,,
Fonterra21350,176.0504477,-37.59856945,Fonterra,,
Fonterra21351,176.0384702,-37.57848218,Fonterra,,
Fonterra21353,176.0633718,-37.58584629,Fonterra,,
Fonterra21354,176.0719969,-37.59062317,Fonterra,,
Fonterra21355,176.0737955,-37.59186317,Fonterra,,
Fonterra21356,176.0737132,-37.60460559,Fonterra,,
Fonterra21357,176.0744728,-37.61167162,Fonterra,,
Fonterra21363,176.3003987,-37.72489126,Fonterra,,
Fonterra21371,176.310554,-37.7315991,Fonterra,,
Fonterra21372,176.3402365,-37.74038825,Fonterra,,
Fonterra21374,176.3163404,-37.73103194,Fonterra,,
Fonterra21375,176.3482295,-37.74398306,Fonterra,,
Fonterra21376,176.3195313,-37.73760144,Fonterra,,
Fonterra21377,176.3284235,-37.73642806,Fonterra,,
Fonterra21380,176.2896424,-37.75096781,Fonterra,,
Fonterra21385,176.2970402,-37.76671132,Fonterra,,
Fonterra21386,176.3097243,-37.75957625,Fonterra,,
Fonterra21390,176.2878888,-37.7724253,Fonterra,,
Fonterra21391,176.3144717,-37.76589274,Fonterra,,
Fonterra21392,176.3335601,-37.75659152,Fonterra,,
Fonterra21396,176.3336076,-37.76558014,Fonterra,,
Fonterra21397,176.2478089,-37.94136478,Fonterra,,
Fonterra21398,176.2733173,-37.90015033,Fonterra,,
Fonterra21399,176.3460429,-37.77733025,Fonterra,,
Fonterra21400,176.1154898,-37.95763567,Fonterra,,
Fonterra21401,176.303322,-37.91204277,Fonterra,,
Fonterra21402,176.1892859,-37.94334321,Fonterra,,
Fonterra21403,176.2904364,-37.89095045,Fonterra,,
Fonterra21404,176.2074612,-37.94518047,Fonterra,,
Fonterra21405,176.3179427,-37.84130799,Fonterra,,
Fonterra21406,176.2429491,-37.89996462,Fonterra,,
Fonterra21407,176.3382072,-37.8459483,Fonterra,,
Fonterra21408,176.3352161,-37.87130263,Fonterra,,
Fonterra21410,176.3655195,-37.84616393,Fonterra,,
Fonterra21411,176.368836,-37.82957249,Fonterra,,
Fonterra21412,176.3762581,-37.81855682,Fonterra,,
Fonterra21414,176.3720552,-37.80092785,Fonterra,,
Fonterra21415,176.3560229,-37.78056799,Fonterra,,
Fonterra21416,176.3547656,-37.75133581,Fonterra,,
Fonterra21417,176.3537588,-37.76103219,Fonterra,,
Fonterra21418,176.3722648,-37.76063279,Fonterra,,
Fonterra21419,176.3681276,-37.76512092,Fonterra,,
Fonterra21420,176.3714897,-37.77396537,Fonterra,,
Fonterra21429,176.3909463,-37.76866532,Fonterra,,
Fonterra21434,176.3983522,-37.75892893,Fonterra,,
Fonterra21435,176.4074044,-37.7672129,Fonterra,,
Fonterra21436,176.4095788,-37.75572219,Fonterra,,
Fonterra21438,176.414152,-37.76816284,Fonterra,,
Fonterra21441,176.4312241,-37.77425401,Fonterra,,
Fonterra21443,176.4279456,-37.77552604,Fonterra,,
Fonterra21450,176.4310393,-37.79535123,Fonterra,,
Fonterra21453,176.46907,-37.76015553,Fonterra,,
Fonterra21454,176.4532524,-37.77146216,Fonterra,,
Fonterra21455,176.4592501,-37.78614802,Fonterra,,
Fonterra21459,176.4311069,-37.78969529,Fonterra,,
Fonterra21462,176.4384349,-37.79530624,Fonterra,,
Fonterra21464,176.4319392,-37.79915621,Fonterra,,
Fonterra21471,176.408383,-37.8964188,Fonterra,,
Fonterra21473,176.4209404,-37.94815853,Fonterra,,
Fonterra21475,176.4036425,-37.87116939,Fonterra,,
Fonterra21484,176.3662511,-37.85653885,Fonterra,,
Fonterra21486,176.4059912,-37.83790598,Fonterra,,
Fonterra21496,176.4342078,-37.85637434,Fonterra,,
Fonterra21502,176.440448,-37.84035873,Fonterra,,
Fonterra21506,176.4358241,-37.8310495,Fonterra,,
Fonterra21507,176.4393823,-37.82471004,Fonterra,,
Fonterra21508,176.4298838,-37.82764143,Fonterra,,
Fonterra21509,176.4266879,-37.82267086,Fonterra,,
Fonterra21515,176.4351669,-37.80855319,Fonterra,,
Fonterra21516,176.4491104,-37.80617073,Fonterra,,
Fonterra21517,176.4437972,-37.81753273,Fonterra,,
Fonterra21518,176.458117,-37.80697698,Fonterra,,
Fonterra21519,176.4629515,-37.7998401,Fonterra,,
Fonterra21521,176.4684629,-37.78820051,Fonterra,,
Fonterra21522,176.4737441,-37.79349351,Fonterra,,
Fonterra21523,176.471957,-37.79761543,Fonterra,,
Fonterra21526,176.4770676,-37.81008245,Fonterra,,
Fonterra21530,176.4502427,-37.88019591,Fonterra,,
Fonterra21532,176.4431266,-37.89952101,Fonterra,,
Fonterra21533,176.4401096,-37.87628516,Fonterra,,
Fonterra21536,176.4531015,-37.85550002,Fonterra,,
Fonterra21537,176.4561126,-37.84750858,Fonterra,,
Fonterra21539,176.4555694,-37.8314562,Fonterra,,
Fonterra21541,176.4576165,-37.82656915,Fonterra,,
Fonterra21544,176.4610469,-37.82021486,Fonterra,,
Fonterra21547,176.4812619,-37.78783315,Fonterra,,
Fonterra21548,176.4825063,-37.79444063,Fonterra,,
Fonterra21551,176.493905,-37.80300643,Fonterra,,
Fonterra21552,176.4940082,-37.80695291,Fonterra,,
Fonterra21553,176.4941033,-37.80980853,Fonterra,,
Fonterra21554,176.4861265,-37.81795466,Fonterra,,
Fonterra21556,176.4598516,-37.9605261,Fonterra,,
Fonterra21557,176.4709388,-37.91811078,Fonterra,,
Fonterra21558,176.481834,-37.90633222,Fonterra,,
Fonterra21560,176.477701,-37.89377205,Fonterra,,
Fonterra21561,176.4878399,-37.89840086,Fonterra,,
Fonterra21562,176.491942,-37.88880571,Fonterra,,
Fonterra21563,176.4835493,-37.88403324,Fonterra,,
Fonterra21566,176.4969436,-37.86863203,Fonterra,,
Fonterra21567,176.48435,-37.86999537,Fonterra,,
Fonterra21569,176.4764682,-37.84983191,Fonterra,,
Fonterra21575,176.4740927,-37.82872305,Fonterra,,
Fonterra21579,176.4991049,-37.95441165,Fonterra,,
Fonterra21580,176.5096378,-37.95024353,Fonterra,,
Fonterra21581,176.5159095,-37.8918854,Fonterra,,
Fonterra21584,176.5189254,-37.86941886,Fonterra,,
Fonterra21585,176.508098,-37.8572665,Fonterra,,
Fonterra21586,176.5139455,-37.85408177,Fonterra,,
Fonterra21590,176.4974542,-37.85176247,Fonterra,,
Fonterra21592,176.5071339,-37.82348963,Fonterra,,
Fonterra21593,176.4946631,-37.83018884,Fonterra,,
Fonterra21594,176.483484,-37.83128299,Fonterra,,
Fonterra21595,176.493223,-37.82033219,Fonterra,,
Fonterra21597,176.5063684,-37.81650677,Fonterra,,
Fonterra21600,176.5196485,-37.78698446,Fonterra,,
Fonterra21607,176.5196769,-37.80613699,Fonterra,,
Fonterra21610,176.5075084,-37.80092505,Fonterra,,
Fonterra21611,176.5026277,-37.79690156,Fonterra,,
Fonterra21614,176.4933102,-37.78976006,Fonterra,,
Fonterra21619,176.5303475,-37.82965529,Fonterra,,
Fonterra21621,176.5345025,-37.83729846,Fonterra,,
Fonterra21622,176.5262733,-37.84559955,Fonterra,,
Fonterra21623,176.5380477,-37.84546561,Fonterra,,
Fonterra21625,176.5504528,-37.83520182,Fonterra,,
Fonterra21627,176.5730266,-37.83053092,Fonterra,,
Fonterra21628,176.5902988,-37.82966745,Fonterra,,
Fonterra21629,176.5169218,-37.81407723,Fonterra,,
Fonterra21630,176.530267,-37.81637483,Fonterra,,
Fonterra21631,176.5428682,-37.80761156,Fonterra,,
Fonterra21632,176.53519,-37.82118945,Fonterra,,
Fonterra21635,176.5521933,-37.81885209,Fonterra,,
Fonterra21637,176.5625061,-37.81708426,Fonterra,,
Fonterra21639,176.5358807,-37.89921545,Fonterra,,
Fonterra21641,176.5642081,-37.82404633,Fonterra,,
Fonterra21642,176.5736601,-37.82210631,Fonterra,,
Fonterra21643,176.5921075,-37.84160363,Fonterra,,
Fonterra21645,176.5282982,-37.88221992,Fonterra,,
Fonterra21646,176.5479055,-37.88434705,Fonterra,,
Fonterra21647,176.5454522,-37.88625467,Fonterra,,
Fonterra21652,176.5476557,-37.8600072,Fonterra,,
Fonterra21654,176.559342,-37.86441886,Fonterra,,
Fonterra21655,176.5630483,-37.85758379,Fonterra,,
Fonterra21659,176.5891773,-37.85900194,Fonterra,,
Fonterra21660,176.5652518,-37.87903955,Fonterra,,
Fonterra21664,176.6179351,-37.84099577,Fonterra,,
Fonterra21665,176.6208194,-37.85251842,Fonterra,,
Fonterra21667,176.6450071,-37.86819856,Fonterra,,
Fonterra21673,176.6672612,-37.85988558,Fonterra,,
Fonterra21674,176.7684272,-37.89550972,Fonterra,,
Fonterra21675,176.7829903,-37.89607903,Fonterra,,
Fonterra21700,176.7722532,-37.91141685,Fonterra,,
Fonterra21702,176.7574512,-37.9259687,Fonterra,,
Fonterra21703,176.7472058,-37.92534338,Fonterra,,
Fonterra21704,176.7151682,-37.93599491,Fonterra,,
Fonterra21706,176.6928797,-37.95318242,Fonterra,,
Fonterra21707,176.6856075,-37.96863292,Fonterra,,
Fonterra21710,176.6258686,-38.00109727,Fonterra,,
Fonterra21711,176.6247142,-38.01885426,Fonterra,,
Fonterra21713,176.5460714,-38.0524928,Fonterra,,
Fonterra21718,176.7339078,-38.02080736,Fonterra,,
Fonterra21719,176.737375,-38.01067386,Fonterra,,
Fonterra21720,176.71355,-38.00713781,Fonterra,,
Fonterra21721,176.7258204,-37.99685095,Fonterra,,
Fonterra21723,176.712131,-38.01682466,Fonterra,,
Fonterra21729,176.7656528,-37.92648076,Fonterra,,
Fonterra21730,176.7612277,-37.9366562,Fonterra,,
Fonterra21731,176.7722623,-37.94160087,Fonterra,,
Fonterra21732,176.7912707,-37.91220643,Fonterra,,
Fonterra21733,176.7885761,-37.92187415,Fonterra,,
Fonterra21734,176.7838978,-37.91483396,Fonterra,,
Fonterra21735,176.7802679,-37.92149353,Fonterra,,
Fonterra21737,176.7781759,-37.93610092,Fonterra,,
Fonterra21738,176.7776449,-37.94495661,Fonterra,,
Fonterra21739,176.7754801,-37.94900588,Fonterra,,
Fonterra21743,176.7974317,-37.94335692,Fonterra,,
Fonterra21747,176.7983913,-37.95981035,Fonterra,,
Fonterra21749,176.8175956,-37.96785856,Fonterra,,
Fonterra21750,176.8199328,-37.97466987,Fonterra,,
Fonterra21751,176.8198905,-37.98108341,Fonterra,,
Fonterra21756,176.8357836,-37.95237279,Fonterra,,
Fonterra21800,176.7770839,-37.96031548,Fonterra,,
Fonterra21805,176.7742216,-37.97589533,Fonterra,,
Fonterra21808,176.755586,-37.97057176,Fonterra,,
Fonterra21809,176.7555557,-37.96719995,Fonterra,,
Fonterra21811,176.7475993,-37.97271214,Fonterra,,
Fonterra21812,176.745837,-37.9820592,Fonterra,,
Fonterra21814,176.7491126,-37.99596511,Fonterra,,
Fonterra21815,176.7564986,-37.98329329,Fonterra,,
Fonterra21819,176.7766074,-37.98304849,Fonterra,,
Fonterra21820,176.7831363,-37.99544727,Fonterra,,
Fonterra21821,176.7910148,-37.99445345,Fonterra,,
Fonterra21822,176.7872544,-38.00192915,Fonterra,,
Fonterra21823,176.7828171,-38.00442213,Fonterra,,
Fonterra21827,176.7496089,-38.02755747,Fonterra,,
Fonterra21828,176.745734,-38.0385886,Fonterra,,
Fonterra21840,176.8084277,-38.00783002,Fonterra,,
Fonterra21841,176.8190893,-37.99478235,Fonterra,,
Fonterra21842,176.8189703,-37.99108881,Fonterra,,
Fonterra21848,176.8000872,-37.99617869,Fonterra,,
Fonterra21849,176.798273,-37.98187326,Fonterra,,
Fonterra21850,176.7926103,-37.97590343,Fonterra,,
Fonterra21852,176.7876434,-37.97356251,Fonterra,,
Fonterra21853,176.7948594,-37.97087703,Fonterra,,
Fonterra21854,176.7992038,-37.96945982,Fonterra,,
Fonterra21856,176.8032768,-37.95830268,Fonterra,,
Fonterra21857,176.8062549,-37.95202504,Fonterra,,
Fonterra21858,176.8057798,-37.95102192,Fonterra,,
Fonterra21859,176.8137434,-37.95106972,Fonterra,,
Fonterra21860,176.8104909,-37.93269139,Fonterra,,
Fonterra21862,176.8100204,-37.94260045,Fonterra,,
Fonterra21864,176.8214416,-37.94618381,Fonterra,,
Fonterra21865,176.8198638,-37.94416278,Fonterra,,
Fonterra21866,176.8288486,-37.94035125,Fonterra,,
Fonterra21868,176.8395809,-37.93475725,Fonterra,,
Fonterra21870,176.8443278,-37.93410024,Fonterra,,
Fonterra21871,176.8251302,-37.92733695,Fonterra,,
Fonterra21872,176.8176093,-37.92488518,Fonterra,,
Fonterra21873,176.8239719,-37.91829446,Fonterra,,
Fonterra21874,176.815192,-37.92375817,Fonterra,,
Fonterra21875,176.818094,-37.91589547,Fonterra,,
Fonterra21876,176.8051554,-37.91321965,Fonterra,,
Fonterra21877,176.8046115,-37.9047606,Fonterra,,
Fonterra21878,176.8123105,-37.90336529,Fonterra,,
Fonterra21881,176.7996912,-37.89703473,Fonterra,,
Fonterra21884,176.8370154,-37.90706712,Fonterra,,
Fonterra21885,176.8379096,-37.91582989,Fonterra,,
Fonterra21887,176.857464,-37.91304623,Fonterra,,
Fonterra21890,176.843098,-37.91872928,Fonterra,,
Fonterra21891,176.8595325,-37.924727,Fonterra,,
Fonterra21892,176.8510613,-37.92828904,Fonterra,,
Fonterra21901,176.8689039,-37.99858533,Fonterra,,
Fonterra21902,176.8582931,-38.0034021,Fonterra,,
Fonterra21903,176.8530848,-38.01453673,Fonterra,,
Fonterra21905,176.8329005,-38.0449908,Fonterra,,
Fonterra21906,176.8306734,-38.04091757,Fonterra,,
Fonterra21908,176.8381329,-38.01650488,Fonterra,,
Fonterra21914,176.8405005,-37.99179522,Fonterra,,
Fonterra21915,176.8364061,-37.99848129,Fonterra,,
Fonterra21916,176.8257636,-38.00993369,Fonterra,,
Fonterra21918,176.8246654,-38.00330613,Fonterra,,
Fonterra21920,176.8301008,-37.99166915,Fonterra,,
Fonterra21921,176.8327395,-37.98671899,Fonterra,,
Fonterra21922,176.8348536,-37.97417491,Fonterra,,
Fonterra21925,176.8413883,-37.95702584,Fonterra,,
Fonterra21927,176.8435528,-37.94355992,Fonterra,,
Fonterra21928,176.8666587,-37.94291803,Fonterra,,
Fonterra21930,176.8519037,-37.93984024,Fonterra,,
Fonterra21931,176.8620964,-37.93356803,Fonterra,,
Fonterra21932,176.8679689,-37.92200424,Fonterra,,
Fonterra21933,176.8734163,-37.9273285,Fonterra,,
Fonterra21935,176.8856473,-37.93196016,Fonterra,,
Fonterra21936,176.8918154,-37.92961106,Fonterra,,
Fonterra21938,176.8991321,-37.93533894,Fonterra,,
Fonterra21939,176.9073829,-37.93255658,Fonterra,,
